,User ID,Perfume Name,Sentiment
11079,11565.0,Adventure,-1.0
11080,11645.0,Adventure,-1.0
11081,6214.0,Adventure,1.0
11082,4371.0,Adventure,1.0
11083,6840.0,Adventure,1.0
11085,1074.0,Adventure,1.0
11086,416.0,Adventure,-1.0
11087,84694.0,Pegasus Exclusif,1.0
11088,92008.0,Pegasus Exclusif,1.0
11089,87279.0,Pegasus Exclusif,1.0
11090,35298.0,Pegasus Exclusif,1.0
11091,48795.0,Pegasus Exclusif,1.0
11092,13098.0,Pegasus Exclusif,1.0
11093,38316.0,Pegasus Exclusif,1.0
11094,34841.0,Pegasus Exclusif,1.0
11095,43360.0,Pegasus Exclusif,1.0
11096,26143.0,Pegasus Exclusif,1.0
11099,12148.0,Pegasus Exclusif,1.0
11100,44564.0,Pegasus Exclusif,-1.0
11101,29617.0,Pegasus Exclusif,1.0
11102,33039.0,Pegasus Exclusif,1.0
11105,57403.0,Gucci Bamboo EDP,1.0
11106,61404.0,Gucci Bamboo EDP,-1.0
11108,29603.0,Gucci Bamboo EDP,1.0
11109,52232.0,Gucci Bamboo EDP,-1.0
11110,9727.0,Gucci Bamboo EDP,1.0
11111,69909.0,CH Sublime EDP,1.0
11112,37359.0,CH Sublime EDP,-1.0
11113,12655.0,CH Sublime EDP,1.0
11115,6165.0,CH Sublime EDP,1.0
11116,8624.0,CH Sublime EDP,1.0
11118,6144.0,CH Sublime EDP,1.0
11120,83345.0,Declaration,1.0
11121,77781.0,Declaration,1.0
11123,36347.0,Declaration,1.0
11124,48919.0,Declaration,-1.0
11125,61471.0,Declaration,1.0
11126,38920.0,Declaration,1.0
11127,26782.0,Declaration,-1.0
11132,38041.0,Declaration,1.0
11133,55063.0,Declaration,1.0
11137,34553.0,Declaration,1.0
11138,54144.0,Declaration,1.0
11139,49378.0,Declaration,1.0
11140,13098.0,Declaration,1.0
11141,12207.0,Declaration,1.0
11142,53920.0,Declaration,1.0
11144,40686.0,Declaration,1.0
11145,37610.0,Declaration,1.0
11146,26554.0,Declaration,1.0
11147,1792.0,Declaration,1.0
11148,36445.0,Declaration,1.0
11149,34039.0,Declaration,1.0
11150,20222.0,Declaration,1.0
11152,26034.0,Declaration,1.0
11153,21076.0,Declaration,1.0
11154,10747.0,Declaration,1.0
11155,21229.0,Declaration,-1.0
11157,62239.0,Touch of Pink,-1.0
11158,85892.0,Touch of Pink,-1.0
11159,38369.0,Touch of Pink,1.0
11161,86104.0,Touch of Pink,1.0
11162,85174.0,Touch of Pink,1.0
11163,70364.0,Touch of Pink,1.0
11164,69371.0,Touch of Pink,-1.0
11165,43474.0,Touch of Pink,1.0
11167,53029.0,Touch of Pink,-1.0
11168,59419.0,Touch of Pink,1.0
11169,54157.0,Touch of Pink,1.0
11170,29997.0,Touch of Pink,1.0
11171,9080.0,Touch of Pink,1.0
11172,11703.0,Touch of Pink,1.0
11174,6735.0,Touch of Pink,1.0
11175,6244.0,Touch of Pink,1.0
11178,51131.0,Challenge,1.0
11179,36605.0,Challenge,-1.0
11180,83345.0,Challenge,1.0
11181,61186.0,Challenge,1.0
11182,58755.0,Challenge,1.0
11183,44010.0,Challenge,1.0
11184,49058.0,Challenge,1.0
11186,22466.0,Challenge,1.0
11187,20468.0,Challenge,-1.0
11189,3090.0,Challenge,1.0
11190,6125.0,Challenge,-1.0
11191,7583.0,Challenge,-1.0
11192,6162.0,Challenge,-1.0
11193,6393.0,Challenge,1.0
11195,62929.0,Challenge,-1.0
11196,2550.0,Challenge,1.0
11198,24015.0,Brit for Men,1.0
11199,22668.0,Brit for Men,-1.0
11200,22905.0,Brit for Men,-1.0
11201,17746.0,Brit for Men,-1.0
11202,48163.0,Brit for Men,-1.0
11203,68001.0,Brit for Men,-1.0
11204,66571.0,Brit for Men,-1.0
11205,41288.0,Brit for Men,-1.0
11206,6064.0,Brit for Men,-1.0
11207,3090.0,Brit for Men,-1.0
11208,8741.0,Brit for Men,-1.0
11210,10097.0,Brit for Men,1.0
11212,8569.0,Brit for Men,1.0
11213,8125.0,Brit for Men,1.0
11215,2887.0,Brit for Men,1.0
11216,2048.0,Brit for Men,1.0
11217,124.0,Brit for Men,1.0
11218,147.0,Brit for Men,1.0
11220,62294.0,02 L'Air du Desert Marocain,1.0
11221,53625.0,02 L'Air du Desert Marocain,1.0
11223,62872.0,02 L'Air du Desert Marocain,1.0
11224,62744.0,02 L'Air du Desert Marocain,1.0
11225,41288.0,02 L'Air du Desert Marocain,1.0
11226,71901.0,02 L'Air du Desert Marocain,1.0
11228,75648.0,02 L'Air du Desert Marocain,1.0
11229,10611.0,02 L'Air du Desert Marocain,1.0
11230,47628.0,02 L'Air du Desert Marocain,1.0
11234,55063.0,02 L'Air du Desert Marocain,-1.0
11235,45622.0,02 L'Air du Desert Marocain,-1.0
11236,49058.0,02 L'Air du Desert Marocain,1.0
11237,58755.0,02 L'Air du Desert Marocain,-1.0
11238,69057.0,02 L'Air du Desert Marocain,-1.0
11239,69342.0,02 L'Air du Desert Marocain,1.0
11240,47984.0,02 L'Air du Desert Marocain,1.0
11242,44861.0,02 L'Air du Desert Marocain,-1.0
11243,20480.0,02 L'Air du Desert Marocain,-1.0
11244,46414.0,02 L'Air du Desert Marocain,-1.0
11245,21623.0,02 L'Air du Desert Marocain,-1.0
11246,37187.0,02 L'Air du Desert Marocain,-1.0
11249,54641.0,02 L'Air du Desert Marocain,-1.0
11250,21291.0,02 L'Air du Desert Marocain,1.0
11251,40692.0,02 L'Air du Desert Marocain,1.0
11252,36347.0,02 L'Air du Desert Marocain,1.0
11253,43238.0,02 L'Air du Desert Marocain,1.0
11254,13098.0,02 L'Air du Desert Marocain,1.0
11256,36221.0,02 L'Air du Desert Marocain,-1.0
11257,39255.0,02 L'Air du Desert Marocain,1.0
11258,14164.0,02 L'Air du Desert Marocain,-1.0
11259,44186.0,02 L'Air du Desert Marocain,1.0
11260,40451.0,02 L'Air du Desert Marocain,1.0
11261,3695.0,02 L'Air du Desert Marocain,1.0
11262,10391.0,02 L'Air du Desert Marocain,1.0
11263,30396.0,02 L'Air du Desert Marocain,1.0
11264,44769.0,02 L'Air du Desert Marocain,1.0
11265,6125.0,02 L'Air du Desert Marocain,1.0
11266,26782.0,02 L'Air du Desert Marocain,1.0
11267,42009.0,02 L'Air du Desert Marocain,1.0
11268,8266.0,02 L'Air du Desert Marocain,1.0
11269,35444.0,02 L'Air du Desert Marocain,1.0
11270,29617.0,02 L'Air du Desert Marocain,-1.0
11272,12148.0,02 L'Air du Desert Marocain,-1.0
11273,36604.0,02 L'Air du Desert Marocain,1.0
11275,36766.0,02 L'Air du Desert Marocain,1.0
11276,34262.0,02 L'Air du Desert Marocain,1.0
11277,35537.0,02 L'Air du Desert Marocain,1.0
11279,37966.0,02 L'Air du Desert Marocain,-1.0
11281,25952.0,02 L'Air du Desert Marocain,1.0
11282,20222.0,02 L'Air du Desert Marocain,-1.0
11283,21433.0,02 L'Air du Desert Marocain,1.0
11284,26724.0,02 L'Air du Desert Marocain,-1.0
11287,29579.0,02 L'Air du Desert Marocain,-1.0
11288,11268.0,02 L'Air du Desert Marocain,1.0
11289,26861.0,02 L'Air du Desert Marocain,1.0
11290,28409.0,02 L'Air du Desert Marocain,1.0
11291,24454.0,02 L'Air du Desert Marocain,1.0
11292,62247.0,Joop! Go,-1.0
11293,44010.0,Joop! Go,1.0
11294,11259.0,Joop! Go,1.0
11296,83271.0,Joop! Go,1.0
11297,11107.0,Joop! Go,1.0
11298,9034.0,Joop! Go,1.0
11300,77912.0,Le Male Le Parfum,1.0
11301,72241.0,Le Male Le Parfum,-1.0
11302,83443.0,Le Male Le Parfum,1.0
11303,81643.0,Le Male Le Parfum,1.0
11305,57274.0,Le Male Le Parfum,1.0
11306,66828.0,Le Male Le Parfum,1.0
11307,74121.0,Le Male Le Parfum,1.0
11308,42800.0,Le Male Le Parfum,1.0
11309,49960.0,Le Male Le Parfum,1.0
11310,70211.0,Le Male Le Parfum,1.0
11311,52259.0,Le Male Le Parfum,-1.0
11312,78034.0,Le Male Le Parfum,-1.0
11313,65714.0,Le Male Le Parfum,1.0
11314,26034.0,Le Male Le Parfum,1.0
11315,60259.0,Le Male Le Parfum,1.0
11316,51055.0,Le Male Le Parfum,1.0
11317,50702.0,Le Male Le Parfum,-1.0
11318,40686.0,Le Male Le Parfum,1.0
11319,35537.0,Le Male Le Parfum,1.0
11321,39627.0,Le Male Le Parfum,1.0
11322,37966.0,Le Male Le Parfum,1.0
11324,40385.0,Le Male Le Parfum,1.0
11325,61434.0,Bijan for Women,1.0
11326,58755.0,Bijan for Women,-1.0
11327,41288.0,Bijan for Women,-1.0
11328,29315.0,Bijan for Women,1.0
11329,22532.0,Bijan for Women,1.0
11330,29603.0,Bijan for Women,1.0
11331,21288.0,Bijan for Women,1.0
11332,13865.0,Bijan for Women,1.0
11334,11703.0,Bijan for Women,-1.0
11335,11489.0,Bijan for Women,1.0
11336,2261.0,Bijan for Women,1.0
11337,9978.0,Bijan for Women,1.0
11339,2807.0,Bijan for Women,-1.0
11340,8887.0,Bijan for Women,1.0
11341,45908.0,Bijan for Women,1.0
11342,5544.0,Bijan for Women,1.0
11343,6165.0,Bijan for Women,1.0
11344,182.0,Bijan for Women,1.0
11347,2015.0,Bijan for Women,1.0
11348,3707.0,Bijan for Women,1.0
11349,1007.0,Bijan for Women,1.0
11350,502.0,Bijan for Women,1.0
11352,81352.0,My Burberry,1.0
11353,61434.0,My Burberry,1.0
11354,34553.0,My Burberry,1.0
11355,36280.0,My Burberry,1.0
11356,37359.0,My Burberry,1.0
11357,11703.0,My Burberry,1.0
11358,7637.0,My Burberry,1.0
11359,14163.0,My Burberry,1.0
11360,7560.0,My Burberry,-1.0
11361,1808.0,My Burberry,-1.0
11362,10227.0,My Burberry,1.0
11363,2565.0,My Burberry,1.0
11364,77750.0,Jungle for Women EDP,-1.0
11365,41288.0,Jungle for Women EDP,-1.0
11366,57094.0,Jungle for Women EDP,1.0
11367,44828.0,Jungle for Women EDP,1.0
11368,51177.0,Jungle for Women EDP,-1.0
11369,61434.0,Jungle for Women EDP,-1.0
11370,64274.0,Jungle for Women EDP,1.0
11372,44010.0,Jungle for Women EDP,1.0
11373,53413.0,Jungle for Women EDP,1.0
11374,29596.0,Jungle for Women EDP,1.0
11375,34149.0,Jungle for Women EDP,1.0
11376,90266.0,Jungle for Women EDP,1.0
11377,22489.0,Jungle for Women EDP,1.0
11378,20225.0,Jungle for Women EDP,1.0
11380,9787.0,Jungle for Women EDP,1.0
11381,10227.0,Jungle for Women EDP,-1.0
11382,9529.0,Jungle for Women EDP,-1.0
11383,8128.0,Jungle for Women EDP,1.0
11385,182.0,Jungle for Women EDP,1.0
11386,6165.0,Jungle for Women EDP,-1.0
11388,4609.0,Jungle for Women EDP,1.0
11390,91431.0,Red Vanilla,1.0
11391,67895.0,Red Vanilla,-1.0
11394,63850.0,Hypnotic Poison EDP,-1.0
11396,57279.0,Hypnotic Poison EDP,1.0
11397,35158.0,Hypnotic Poison EDP,1.0
11398,47628.0,Hypnotic Poison EDP,1.0
11399,51177.0,Hypnotic Poison EDP,1.0
11400,44321.0,Hypnotic Poison EDP,1.0
11401,38417.0,Hypnotic Poison EDP,1.0
11403,29596.0,Hypnotic Poison EDP,1.0
11404,29997.0,Hypnotic Poison EDP,1.0
11405,36586.0,Hypnotic Poison EDP,1.0
11406,33039.0,Hypnotic Poison EDP,1.0
11407,30633.0,Hypnotic Poison EDP,1.0
11409,35509.0,Hypnotic Poison EDP,1.0
11411,23745.0,Hypnotic Poison EDP,1.0
11412,15717.0,Hypnotic Poison EDP,1.0
11413,59017.0,Hypnotic Poison EDP,1.0
11415,7637.0,Hypnotic Poison EDP,1.0
11416,3337.0,Hypnotic Poison EDP,1.0
11417,13182.0,Hypnotic Poison EDP,1.0
11419,49326.0,L'Eau d'issey Pour Homme Sport,1.0
11420,8266.0,L'Eau d'issey Pour Homme Sport,1.0
11423,14601.0,L'Eau d'issey Pour Homme Sport,1.0
11425,16082.0,L'Eau d'issey Pour Homme Sport,1.0
11427,5085.0,L'Eau d'issey Pour Homme Sport,1.0
11429,13500.0,L'Eau d'issey Pour Homme Sport,1.0
11431,7763.0,L'Eau d'issey Pour Homme Sport,1.0
11432,6795.0,L'Eau d'issey Pour Homme Sport,1.0
11435,3119.0,L'Eau d'issey Pour Homme Sport,-1.0
11436,2802.0,L'Eau d'issey Pour Homme Sport,-1.0
11437,841.0,L'Eau d'issey Pour Homme Sport,-1.0
11438,8991.0,L'Eau d'issey Pour Homme Sport,-1.0
11439,53728.0,Joy by Dior,1.0
11440,79670.0,Joy by Dior,1.0
11442,69371.0,Joy by Dior,1.0
11444,47628.0,Joy by Dior,-1.0
11445,51177.0,Joy by Dior,-1.0
11446,37359.0,Joy by Dior,-1.0
11447,43498.0,Joy by Dior,1.0
11449,26786.0,Joy by Dior,-1.0
11450,29603.0,Joy by Dior,1.0
11451,68835.0,Gabrielle,1.0
11453,58353.0,Gabrielle,-1.0
11454,38920.0,Gabrielle,-1.0
11455,17235.0,Gabrielle,1.0
11456,33783.0,Gabrielle,-1.0
11457,35444.0,Gabrielle,1.0
11458,29596.0,Gabrielle,1.0
11459,8197.0,Gabrielle,1.0
11460,20181.0,Gabrielle,-1.0
11461,21960.0,Gabrielle,1.0
11462,14164.0,Gabrielle,1.0
11463,21082.0,Gabrielle,1.0
11464,12463.0,Gabrielle,-1.0
11466,66571.0,Green Tea,1.0
11467,53728.0,Green Tea,1.0
11468,83625.0,Green Tea,1.0
11469,77750.0,Green Tea,1.0
11470,80333.0,Green Tea,1.0
11471,75019.0,Green Tea,1.0
11472,69001.0,Green Tea,1.0
11473,57939.0,Green Tea,1.0
11474,47947.0,Green Tea,-1.0
11475,44828.0,Green Tea,1.0
11476,41253.0,Green Tea,1.0
11477,39984.0,Green Tea,1.0
11478,35391.0,Green Tea,-1.0
11479,23125.0,Green Tea,1.0
11481,12463.0,Green Tea,1.0
11482,14494.0,Green Tea,-1.0
11483,21827.0,Green Tea,-1.0
11484,21527.0,Green Tea,-1.0
11485,21291.0,Green Tea,-1.0
11486,22696.0,Green Tea,-1.0
11487,37503.0,Green Tea,-1.0
11488,57925.0,Green Tea,-1.0
11489,20604.0,Green Tea,-1.0
11490,11702.0,Green Tea,-1.0
11491,17626.0,Green Tea,1.0
11492,10679.0,Green Tea,1.0
11493,14451.0,Green Tea,1.0
11494,73302.0,Dunhill Icon Absolute,1.0
11498,49996.0,Dunhill Icon Absolute,1.0
11500,33829.0,Dunhill Icon Absolute,1.0
11501,3695.0,Dunhill Icon Absolute,-1.0
11502,12148.0,Dunhill Icon Absolute,1.0
11503,29603.0,Dunhill Icon Absolute,1.0
11504,30396.0,Dunhill Icon Absolute,1.0
11505,26682.0,Dunhill Icon Absolute,1.0
11506,49985.0,Dunhill Icon Absolute,1.0
11507,35537.0,Dunhill Icon Absolute,1.0
11508,33590.0,Dunhill Icon Absolute,1.0
11509,25952.0,Dunhill Icon Absolute,-1.0
11510,52775.0,Dunhill Icon Absolute,1.0
11512,21229.0,Dunhill Icon Absolute,1.0
11513,20367.0,Dunhill Icon Absolute,1.0
11514,13439.0,Dunhill Icon Absolute,1.0
11515,11129.0,Dunhill Icon Absolute,1.0
11516,77750.0,Essence Pure for Men,1.0
11517,35855.0,Essence Pure for Men,1.0
11518,46751.0,Essence Pure for Men,1.0
11519,53399.0,Essence Pure for Men,1.0
11521,21380.0,Essence Pure for Men,1.0
11523,21076.0,Essence Pure for Men,1.0
11524,18182.0,Essence Pure for Men,1.0
11525,18054.0,Essence Pure for Men,1.0
11527,3471.0,Essence Pure for Men,1.0
11528,9881.0,Essence Pure for Men,1.0
11529,6053.0,Essence Pure for Men,1.0
11530,9125.0,Essence Pure for Men,1.0
11532,6398.0,Essence Pure for Men,1.0
11533,6735.0,Essence Pure for Men,1.0
11534,8711.0,Essence Pure for Men,1.0
11535,8409.0,Essence Pure for Men,1.0
11536,6166.0,Essence Pure for Men,1.0
11537,5748.0,Essence Pure for Men,1.0
11538,26.0,Essence Pure for Men,1.0
11541,3400.0,Essence Pure for Men,1.0
11542,1007.0,Essence Pure for Men,1.0
11543,416.0,Essence Pure for Men,1.0
11544,57094.0,7Anonimo,1.0
11545,62872.0,7Anonimo,1.0
11547,49058.0,7Anonimo,1.0
11548,78685.0,7Anonimo,1.0
11549,55723.0,7Anonimo,1.0
11551,13098.0,7Anonimo,1.0
11552,46941.0,7Anonimo,-1.0
11553,39062.0,7Anonimo,1.0
11554,29603.0,7Anonimo,1.0
11555,12148.0,7Anonimo,1.0
11556,44805.0,7Anonimo,1.0
11557,8266.0,7Anonimo,1.0
11558,35537.0,7Anonimo,1.0
11559,11268.0,7Anonimo,-1.0
11561,21291.0,7Anonimo,1.0
11562,27575.0,7Anonimo,1.0
11563,12207.0,7Anonimo,1.0
11564,18589.0,7Anonimo,1.0
11565,18182.0,7Anonimo,1.0
11566,258.0,7Anonimo,-1.0
11567,20885.0,7Anonimo,-1.0
11568,20851.0,7Anonimo,-1.0
11569,6779.0,7Anonimo,-1.0
11570,20999.0,7Anonimo,1.0
11571,9978.0,7Anonimo,1.0
11572,11198.0,7Anonimo,-1.0
11573,20222.0,7Anonimo,1.0
11574,19246.0,7Anonimo,-1.0
11575,4371.0,7Anonimo,-1.0
11576,9245.0,7Anonimo,-1.0
11577,3788.0,7Anonimo,1.0
11578,77009.0,Gentlemen Only,1.0
11579,57081.0,Gentlemen Only,1.0
11580,62172.0,Gentlemen Only,-1.0
11581,33829.0,Gentlemen Only,-1.0
11582,40124.0,Gentlemen Only,1.0
11583,12148.0,Gentlemen Only,1.0
11584,14501.0,Gentlemen Only,1.0
11585,29603.0,Gentlemen Only,1.0
11587,20468.0,Gentlemen Only,-1.0
11588,13245.0,Gentlemen Only,1.0
11589,3788.0,Gentlemen Only,1.0
11590,11908.0,Gentlemen Only,1.0
11591,11273.0,Gentlemen Only,1.0
11592,75112.0,Amor Amor,1.0
11593,54523.0,Amor Amor,1.0
11594,62255.0,Amor Amor,1.0
11595,34553.0,Amor Amor,1.0
11596,59105.0,Amor Amor,1.0
11597,51838.0,Amor Amor,1.0
11598,47213.0,Amor Amor,1.0
11600,52083.0,Amor Amor,1.0
11601,85907.0,Imperial Millesime,1.0
11602,92154.0,Imperial Millesime,1.0
11603,14501.0,Imperial Millesime,1.0
11604,61538.0,Imperial Millesime,1.0
11605,20181.0,Imperial Millesime,1.0
11606,39627.0,Imperial Millesime,1.0
11607,62518.0,Imperial Millesime,1.0
11608,62929.0,Imperial Millesime,1.0
11609,48163.0,Imperial Millesime,1.0
11610,1195.0,Imperial Millesime,1.0
11611,23695.0,Imperial Millesime,-1.0
11612,11268.0,Imperial Millesime,-1.0
11613,36347.0,Imperial Millesime,1.0
11614,8266.0,Imperial Millesime,1.0
11615,35537.0,Imperial Millesime,-1.0
11616,28409.0,Imperial Millesime,-1.0
11618,21484.0,Imperial Millesime,1.0
11619,23590.0,Imperial Millesime,1.0
11621,18041.0,Imperial Millesime,1.0
11622,17473.0,Imperial Millesime,1.0
11623,741.0,Imperial Millesime,1.0
11624,76391.0,Prada Candy,1.0
11625,1808.0,Prada Candy,1.0
11626,67062.0,Prada Candy,1.0
11627,85122.0,Prada Candy,-1.0
11628,29596.0,Prada Candy,-1.0
11630,27173.0,Prada Candy,1.0
11631,38369.0,Prada Candy,-1.0
11632,55723.0,Prada Candy,1.0
11633,21827.0,Prada Candy,1.0
11634,39452.0,Prada Candy,1.0
11635,44828.0,Prada Candy,1.0
11636,36280.0,Prada Candy,1.0
11638,27487.0,Prada Candy,1.0
11639,27400.0,Prada Candy,1.0
11640,14554.0,Prada Candy,1.0
11641,19857.0,Prada Candy,1.0
11642,17145.0,Prada Candy,1.0
11643,6720.0,Prada Candy,1.0
11644,11929.0,Prada Candy,1.0
11645,12526.0,Prada Candy,1.0
11646,2261.0,Prada Candy,-1.0
11647,6165.0,Prada Candy,1.0
11648,11703.0,Prada Candy,1.0
11649,10679.0,Prada Candy,-1.0
11650,78328.0,Lagerfeld Classic,1.0
11651,73778.0,Lagerfeld Classic,1.0
11652,92205.0,Lagerfeld Classic,1.0
11653,77750.0,Lagerfeld Classic,1.0
11654,43160.0,Lagerfeld Classic,1.0
11655,48217.0,Lagerfeld Classic,1.0
11657,26143.0,Lagerfeld Classic,1.0
11658,35537.0,Lagerfeld Classic,-1.0
11659,44010.0,Lagerfeld Classic,-1.0
11660,36221.0,Lagerfeld Classic,1.0
11661,44284.0,Lagerfeld Classic,-1.0
11662,78107.0,Lagerfeld Classic,-1.0
11663,37966.0,Lagerfeld Classic,1.0
11664,8266.0,Lagerfeld Classic,1.0
11666,26781.0,Lagerfeld Classic,1.0
11668,12779.0,Lagerfeld Classic,-1.0
11672,2550.0,Lagerfeld Classic,1.0
11673,92877.0,Delina Exclusif,-1.0
11676,74748.0,Delina Exclusif,-1.0
11677,73598.0,Delina Exclusif,1.0
11678,61958.0,Delina Exclusif,1.0
11679,39222.0,Delina Exclusif,-1.0
11680,53245.0,Delina Exclusif,-1.0
11681,60156.0,Delina Exclusif,1.0
11682,60403.0,Delina Exclusif,1.0
11683,13098.0,Delina Exclusif,1.0
11685,49378.0,Delina Exclusif,1.0
11686,48105.0,Delina Exclusif,-1.0
11687,27173.0,Delina Exclusif,-1.0
11688,45646.0,Delina Exclusif,1.0
11689,34553.0,Delina Exclusif,1.0
11690,36280.0,Delina Exclusif,-1.0
11691,36604.0,Delina Exclusif,1.0
11692,36960.0,Delina Exclusif,1.0
11694,34828.0,Delina Exclusif,1.0
11696,21827.0,Delina Exclusif,1.0
11697,20607.0,Delina Exclusif,1.0
11701,62239.0,Angel Muse,1.0
11702,14163.0,Angel Muse,1.0
11703,38428.0,Angel Muse,1.0
11704,62255.0,Angel Muse,1.0
11705,68129.0,Angel Muse,1.0
11706,35290.0,Angel Muse,1.0
11708,46690.0,Angel Muse,1.0
11709,57939.0,Angel Muse,1.0
11710,42786.0,Angel Muse,-1.0
11711,44828.0,Angel Muse,1.0
11712,27173.0,Angel Muse,1.0
11713,49378.0,Angel Muse,1.0
11714,48154.0,Angel Muse,-1.0
11715,53139.0,Angel Muse,-1.0
11716,44010.0,Angel Muse,1.0
11717,21827.0,Angel Muse,1.0
11718,42009.0,Angel Muse,1.0
11719,38179.0,Angel Muse,1.0
11720,24208.0,Angel Muse,1.0
11721,35734.0,Angel Muse,1.0
11722,34887.0,Angel Muse,-1.0
11723,34553.0,Angel Muse,1.0
11724,36280.0,Angel Muse,1.0
11726,29345.0,Angel Muse,1.0
11729,24424.0,Angel Muse,1.0
11730,47213.0,Angel Muse,1.0
11731,33704.0,Angel Muse,1.0
11732,19857.0,Angel Muse,1.0
11733,56971.0,John Richmond for Men,1.0
11734,35979.0,John Richmond for Men,-1.0
11735,1195.0,John Richmond for Men,1.0
11736,21076.0,John Richmond for Men,1.0
11738,10959.0,John Richmond for Men,1.0
11739,2550.0,John Richmond for Men,1.0
11740,8655.0,John Richmond for Men,1.0
11742,4198.0,John Richmond for Men,1.0
11743,1245.0,John Richmond for Men,1.0
11744,80972.0,John Richmond for Men,1.0
11745,1409.0,John Richmond for Men,1.0
11746,59909.0,Hugo Femme,1.0
11747,39222.0,Hugo Femme,1.0
11748,37359.0,Hugo Femme,1.0
11749,23879.0,Hugo Femme,1.0
11750,6653.0,Hugo Femme,1.0
11751,6165.0,Hugo Femme,1.0
11752,7156.0,Hugo Femme,1.0
11753,4219.0,Hugo Femme,1.0
11754,6724.0,Hugo Femme,-1.0
11755,51485.0,Hugo Femme,1.0
11756,6692.0,Hugo Femme,1.0
11758,68446.0,Chance Eau Tendre Eau de Parfum,1.0
11759,65332.0,Chance Eau Tendre Eau de Parfum,1.0
11760,82476.0,Chance Eau Tendre Eau de Parfum,1.0
11761,80333.0,Chance Eau Tendre Eau de Parfum,1.0
11762,69909.0,Chance Eau Tendre Eau de Parfum,1.0
11763,79460.0,Chance Eau Tendre Eau de Parfum,1.0
11764,73633.0,Chance Eau Tendre Eau de Parfum,1.0
11765,70180.0,Chance Eau Tendre Eau de Parfum,1.0
11766,34531.0,Chance Eau Tendre Eau de Parfum,1.0
11767,54120.0,Chance Eau Tendre Eau de Parfum,1.0
11768,50236.0,Chance Eau Tendre Eau de Parfum,1.0
11770,26575.0,Chance Eau Tendre Eau de Parfum,1.0
11771,67198.0,Amethyst Eclat,1.0
11772,70129.0,Amethyst Eclat,-1.0
11773,35290.0,Amethyst Eclat,1.0
11774,70885.0,Amethyst Eclat,1.0
11775,69162.0,Amethyst Eclat,-1.0
11776,59662.0,Amethyst Eclat,1.0
11777,34553.0,Amethyst Eclat,1.0
11778,87137.0,Amethyst Eclat,1.0
11779,21623.0,Amethyst Eclat,1.0
11781,12918.0,Amethyst Eclat,-1.0
11782,5541.0,Amethyst Eclat,1.0
11783,10679.0,Amethyst Eclat,1.0
11784,8141.0,Amethyst Eclat,1.0
11785,9207.0,Amethyst Eclat,1.0
11786,8448.0,Amethyst Eclat,1.0
11787,8047.0,Amethyst Eclat,1.0
11788,2807.0,Amethyst Eclat,1.0
11789,6125.0,Amethyst Eclat,-1.0
11790,4510.0,Bentley for Men,1.0
11791,37966.0,Bentley for Men,1.0
11792,54889.0,Bentley for Men,-1.0
11793,34841.0,Bentley for Men,1.0
11794,14501.0,Bentley for Men,1.0
11795,17746.0,Bentley for Men,1.0
11797,80346.0,Bentley for Men,1.0
11798,21097.0,Bentley for Men,1.0
11799,17889.0,Bentley for Men,1.0
11801,23286.0,Bentley for Men,1.0
11802,12324.0,Bentley for Men,1.0
11803,8655.0,Bentley for Men,1.0
11805,2261.0,Bentley for Men,-1.0
11806,6532.0,Bentley for Men,1.0
11808,58071.0,Narciso Rouge,1.0
11809,37359.0,Narciso Rouge,-1.0
11810,61158.0,Narciso Rouge,1.0
11811,39348.0,Narciso Rouge,1.0
11812,53064.0,Narciso Rouge,-1.0
11813,72769.0,Narciso Rouge,-1.0
11814,35290.0,Narciso Rouge,-1.0
11815,66002.0,Narciso Rouge,-1.0
11816,66453.0,Narciso Rouge,-1.0
11817,34531.0,Narciso Rouge,-1.0
11819,66319.0,Narciso Rouge,1.0
11820,36484.0,Narciso Rouge,-1.0
11821,32929.0,Narciso Rouge,1.0
11822,22468.0,Narciso Rouge,1.0
11823,52364.0,Narciso Rouge,1.0
11824,34553.0,Narciso Rouge,1.0
11826,55723.0,Narciso Rouge,-1.0
11827,55671.0,Narciso Rouge,-1.0
11829,26575.0,Narciso Rouge,1.0
11830,5776.0,Narciso Rouge,1.0
11833,28755.0,Narciso Rouge,-1.0
11835,37610.0,Narciso Rouge,-1.0
11836,33704.0,Narciso Rouge,-1.0
11837,27504.0,Narciso Rouge,-1.0
11838,44571.0,Narciso Rouge,1.0
11839,38687.0,Narciso Rouge,1.0
11840,20902.0,Narciso Rouge,-1.0
11843,44668.0,Loverdose EDP,1.0
11844,28755.0,Loverdose EDP,1.0
11846,66571.0,Loverdose EDP,1.0
11847,42967.0,Loverdose EDP,1.0
11848,29596.0,Loverdose EDP,1.0
11849,44828.0,Loverdose EDP,1.0
11852,75933.0,Loverdose EDP,-1.0
11853,11703.0,Loverdose EDP,1.0
11856,237.0,Loverdose EDP,1.0
11857,92151.0,Z-14,1.0
11858,68781.0,Z-14,1.0
11859,62255.0,Z-14,1.0
11860,37966.0,Z-14,1.0
11861,10391.0,Z-14,1.0
11862,56079.0,Z-14,1.0
11863,54641.0,Z-14,-1.0
11864,49996.0,Z-14,1.0
11865,34841.0,Z-14,-1.0
11867,35174.0,Z-14,1.0
11868,35537.0,Z-14,1.0
11869,38179.0,Z-14,1.0
11871,36221.0,Z-14,1.0
11872,36347.0,Z-14,1.0
